,selling_price,new-price,year,km_driven,mileage
6716,290000,988000,2011,82000,20.0
6717,725000,1208000,2018,50000,18.78
6718,1770000,2935000,2016,60000,13.68
6719,685000,1928000,2014,113000,15.4
6720,575000,1183000,2016,49000,18.7
6721,465000,1630999,2013,45000,14.4
6722,475000,639000,2017,20000,31.79
6723,790000,1208000,2016,29200,17.21
6724,265000,604000,2013,55000,26.6
6725,625000,1471000,2013,45000,15.0
6726,420000,1201000,2013,80000,25.8
6727,730000,1768000,2015,110000,25.1
6728,575000,1753000,2014,80633,26.0
6729,975000,1657999,2019,5000,16.55
6730,400000,747000,2015,25000,20.51
6731,409999,700000,2015,10000,23.1
6732,750000,1278000,2018,10000,17.4
6733,160000,700000,2010,150821,18.9
6734,725000,1402000,2017,18000,18.6
6735,295000,824000,2012,48000,15.6
6736,350000,1727000,2011,130000,17.0
6737,615000,1333000,2016,20000,17.0
6738,950000,2053000,2015,13000,15.29
6739,999000,1372000,2018,20000,23.0
6740,490000,994999,2015,19238,20.85
6741,185000,469000,2014,56641,22.05
6742,210000,688000,2012,70000,18.9
6743,645000,1246000,2014,36000,16.02
6744,250000,654000,2014,40000,25.17
6745,750000,1753000,2017,120000,26.0
6746,900000,1889000,2017,70000,15.4
6747,1100000,2423000,2016,40000,16.0
6748,600000,1341000,2017,20000,18.6
6749,325000,688000,2015,33860,20.51
6750,415000,720000,2018,47000,20.51
6751,760000,1166000,2018,50000,17.5
6752,400000,637000,2018,60000,19.95
6753,530000,742000,2016,51000,18.9
6754,475000,1323000,2014,40000,17.0
6755,430000,1805999,2010,34178,17.0
6756,165000,931000,2008,93000,16.1
6757,1700000,181000,2011,49000,13.5
6758,525000,1312000,2015,35000,18.6
6759,500000,1090000,2013,72647,19.1
6760,375000,685000,2016,30000,22.3
6761,413999,2655000,2008,66000,14.8
6762,850000,1416000,2016,37000,22.77
6763,530000,931000,2017,47050,21.21
6764,325000,632000,2016,7001,21.7
6765,440000,700000,2014,50000,23.1
6766,375000,988000,2013,45000,20.0
6767,380000,618000,2016,53000,33.54
6768,894999,173000,2008,57000,11.74
6769,500000,553000,2020,1200,21.7
6770,425000,1036000,2014,35000,15.5
6771,545000,1630999,2015,38000,16.93
6772,465000,2655000,2009,101689,13.5
6773,615000,1066000,2016,28117,20.85
6774,200000,874000,2016,120000,20.62
6775,525000,1026000,2019,40000,21.4
6776,450000,930000,2014,50000,18.6
6777,590000,1805999,2013,57000,17.0
6778,275000,617000,2013,140000,26.6
6779,665000,1042000,2016,60240,15.96
6780,400000,1031000,2012,100000,15.96
6781,700000,1129000,2018,40000,17.5
6782,550000,1679000,2015,75000,26.0
6783,250000,1542000,2011,110000,15.8
6784,565000,943000,2017,37000,20.4
6785,725000,1122000,2017,26000,21.4
6786,290000,618000,2013,69000,26.2
6787,270000,541000,2019,20000,22.5
6788,450000,768000,2015,10000,18.9
6789,865000,1143000,2018,18000,17.21
6790,1245000,1372000,2019,14000,23.0
6791,480000,768000,2018,25000,18.9
6792,570000,1645000,2015,60000,17.43
6793,635000,1645000,2015,30000,17.1
6794,660000,1755000,2016,50000,26.0
6795,450000,1698999,2012,64498,15.6
6796,260000,688000,2014,50000,20.51
6797,250000,856000,2010,80000,15.6
6798,390000,513000,2017,19955,15.37
6799,610000,961000,2020,5000,21.21
6800,1005000,1373000,2017,34052,25.5
6801,250000,988000,2011,110000,20.0
6802,600000,1559000,2014,43000,17.43
6803,665000,1175000,2016,29000,17.21
6804,639000,1122000,2016,34114,21.01
6805,515000,771000,2014,34400,18.9
6806,455000,764000,2016,45800,21.79
6807,899000,1229000,2018,12998,17.5
6808,240000,986000,2011,70000,17.5
6809,330000,771000,2011,45854,16.95
6810,765000,1698999,2016,19117,17.4
6811,875000,1402000,2018,5436,18.6
6812,290000,469000,2016,25000,22.74
6813,550000,1825000,2014,100000,26.0
6814,1099000,1796000,2019,7131,14.99
6815,675000,994999,2017,30500,24.12
6816,795000,1324000,2018,20000,17.4
6817,295000,449000,2015,15000,22.74
6818,280000,561000,2017,40000,22.7
6819,550000,856000,2016,30000,18.16
6820,650000,769000,2019,6932,20.3
6821,825000,1065000,2018,17362,18.6
6822,585000,1829000,2015,56000,23.9
6823,285000,856000,2014,105000,15.6
6824,520000,986999,2017,80000,25.83
6825,385000,1621000,2013,40000,15.04
6826,375000,1714999,2010,54000,17.4
6827,380000,961000,2014,98145,18.6
6828,1495000,2981000,2019,14000,0.0
6829,620000,1219000,2018,40000,22.54
6830,370000,629000,2014,71000,26.2
6831,950000,1229000,2018,13158,17.5
6832,1200000,1766000,2018,12000,15.92
6833,1100000,1729000,2017,27000,18.0
6834,1050000,2379000,2016,80000,12.4
6835,315000,701000,2017,50000,20.51
6836,695000,1402000,2017,37015,18.6
6837,280000,444000,2018,20000,24.7
6838,944999,1379000,2019,11000,22.77
6839,800000,1698999,2015,23000,18.0
6840,950000,2080000,2015,97247,19.67
6841,515000,1042000,2018,38000,21.4
6842,499000,1144000,2015,20000,16.47
6843,490000,1177000,2015,39600,25.8
6844,650000,1208000,2016,59000,15.26
6845,495000,771000,2014,40000,18.9
6846,550000,1166000,2013,15000,16.02
6847,500000,906000,2016,25000,18.15
6848,950000,2490000,2015,40000,15.1
6849,490000,1714999,2012,79324,15.04
6850,160000,688000,2009,55000,18.9
6851,660000,1284000,2015,24000,23.0
6852,340000,501999,2017,61000,33.44
6853,425000,764000,2015,57000,18.9
6854,675000,1208000,2017,55000,16.2
6855,405000,685000,2017,35000,24.04
6856,944999,2254000,2015,120000,16.0
6857,250000,444000,2016,50000,22.74
6858,700000,1592000,2017,25000,16.55
6859,550000,1123000,2019,20000,18.78
6860,280000,1323000,2009,50000,17.0
6861,265000,930000,2010,91000,22.0
6862,450000,1137000,2015,48000,25.8
6863,415000,988000,2013,87000,20.0
6864,349000,2141000,2012,77450,13.93
6865,459999,1379000,2013,88000,22.7
6866,600000,1183000,2016,46774,18.7
6867,800000,2320000,2015,50000,15.1
6868,275000,768000,2010,60000,20.36
6869,236000,469000,2013,52000,22.74
6870,575000,1582000,2015,33000,14.3
6871,450000,1889000,2014,213000,14.0
6872,299000,1175000,2012,58700,16.47
6873,229999,449000,2015,30000,22.74
6874,200000,909000,2011,110000,20.0
6875,395000,1208000,2010,50000,16.47
6876,574000,914000,2018,41000,22.0
6877,599000,1869000,2012,85000,12.05
6878,550000,771000,2017,47961,18.9
6879,1015000,1261000,2018,11113,20.65
6880,259000,588000,2017,80000,22.7
6881,550000,1657000,2015,42000,17.4
6882,350000,707000,2015,90000,20.51
6883,550000,1313000,2016,33000,15.85
6884,875000,1805999,2015,15000,17.4
6885,1245000,2491000,2016,72000,16.0
6886,475000,906000,2017,75000,20.4
6887,1050000,1698999,2017,25000,18.0
6888,500000,851000,2017,40000,18.12
6889,359000,1239000,2012,77000,23.0
6890,850000,1402000,2018,30000,18.6
6891,270000,632000,2017,28100,22.7
6892,750000,1829000,2017,56100,24.0
6893,1100000,2080000,2019,40000,22.1
6894,1000000,1292000,2019,20000,19.01
6895,1450000,1735000,2019,50000,17.3
6896,575000,1208000,2014,40000,16.47
6897,875000,1645000,2017,20000,17.01
6898,525000,771000,2016,29000,18.9
6899,985000,1971000,2017,68000,15.4
6900,130000,494000,2010,22000,15.37
6901,440000,631000,2019,8500,23.01
6902,825000,1065000,2018,20833,18.6
6903,635000,1645000,2015,71000,17.1
6904,390000,682000,2017,49600,23.1
6905,400000,1066000,2014,81747,18.6
6906,240000,856000,2010,63500,15.6
6907,400000,1284000,2012,43000,22.54
6908,385000,733000,2013,40000,20.51
6909,795000,1402000,2019,25000,18.6
6910,649000,160000,2009,56000,11.74
6911,1150000,2229000,2016,70000,17.01
6912,350000,1607999,2012,57500,14.4
6913,1300000,1830999,2019,9000,25.6
6914,1035000,2156000,2017,20000,13.0
6915,330000,1323000,2013,70000,18.5
6916,645000,986000,2018,45000,22.0
6917,375000,771000,2016,25166,19.81
6918,1349000,172000,2012,50000,12.3
6919,700000,1436000,2015,50000,20.73
6920,390000,1805999,2009,80661,17.0
6921,275000,849000,2016,70000,18.15
6922,525000,1698999,2015,51000,17.8
6923,550000,741000,2018,35000,18.9
6924,1059000,1206000,2019,9001,18.69
6925,800000,1335000,2017,110000,22.54
6926,1360000,2080000,2019,65972,20.5
6927,365000,685000,2016,26957,25.17
6928,235000,1680000,2008,91000,16.0
6929,550000,1055000,2019,10000,21.01
6930,500000,742000,2016,20000,18.9
6931,425000,1362000,2013,50000,18.5
6932,475000,990000,2016,40000,18.0
6933,785000,1311000,2017,62736,25.5
6934,552000,1324000,2014,49000,17.0
6935,610000,890000,2019,7000,21.21
6936,470000,930000,2013,51200,16.1
6937,645000,943000,2018,25000,22.0
6938,655000,1732999,2016,35000,24.8
6939,450000,2141000,2012,72000,13.93
6940,830000,1993000,2017,70000,21.38
6941,300000,719000,2011,97319,18.9
6942,850000,1971000,2015,48000,15.4
6943,700000,1336000,2018,35000,22.54
6944,850000,1657000,2017,19000,17.8
6945,450000,770000,2016,44633,19.81
6946,425000,1402000,2010,80000,18.6
6947,625000,742000,2017,29945,18.9
6948,400000,742000,2013,31178,18.9
6949,1100000,2156000,2017,19543,13.0
6950,740000,1351000,2017,26000,20.73
6951,795000,1208000,2016,29000,17.21
6952,509999,1645000,2013,48000,17.01
6953,840000,2059000,2016,48000,15.8
6954,600000,1095000,2018,50000,21.4
6955,409999,1643000,2012,68000,17.01
6956,470000,859000,2018,15000,18.15
6957,429000,672000,2016,18540,23.1
6958,635000,1336000,2015,48000,22.54
6959,1650000,2935000,2017,36639,13.68
6960,170000,449000,2016,143000,22.74
6961,260000,743000,2011,78562,18.9
6962,795000,1698999,2015,54000,18.0
6963,250000,449000,2013,80000,22.74
6964,390000,789000,2017,50000,23.84
6965,710000,1122000,2017,34676,21.4
6966,434999,914000,2015,50000,20.4
6967,400000,1471000,2014,50900,15.0
6968,325000,719000,2013,48000,18.9
6969,790000,1025000,2019,2200,18.1
6970,395000,1283000,2012,73000,23.0
6971,509999,700000,2018,21000,23.1
6972,540000,1323000,2015,47000,18.5
6973,894999,1561000,2018,43000,21.5
6974,280000,445000,2017,35000,24.7
6975,270000,909000,2016,70000,25.83
6976,520000,1089000,2017,65000,21.4
6977,650000,1032000,2017,21000,20.85
6978,1095000,2339000,2015,39838,16.0
6979,300000,583000,2018,40000,24.04
6980,840000,1816000,2017,40000,17.8
6981,825000,1574000,2017,95000,21.5
6982,980000,1313000,2019,14000,14.7
6983,815000,1402000,2018,5000,18.6
6984,1667000,2337000,2019,20000,15.1
6985,399000,629000,2017,43000,26.2
6986,1040000,1645000,2018,26000,17.0
6987,600000,1330000,2015,30000,20.73
6988,625000,986000,2017,25000,20.4
6989,839000,1882999,2017,100000,23.9
6990,1620000,2491000,2016,15000,16.0
6991,690000,1323000,2018,10114,18.6
6992,500000,2328000,2013,60000,15.1
6993,320000,480000,2020,5000,22.05
6994,585000,696000,2018,20000,21.63
6995,680000,1068000,2017,21000,19.56
6996,770000,888000,2020,4500,20.0
6997,750000,1024000,2019,8700,19.5
6998,300000,1766000,2010,100000,16.2
6999,740000,1351000,2017,26000,20.73
7000,560000,1805999,2013,55243,17.0
7001,500000,771000,2015,25000,18.9
7002,500000,1829000,2013,35212,25.0
7003,1660000,2541000,2019,21655,17.0
7004,475000,1046000,2013,46100,19.1
7005,355000,856000,2011,40000,15.6
7006,950000,1816000,2019,10000,14.23
7007,1025000,1830999,2016,34000,26.0
7008,478000,1054000,2015,66274,13.6
7009,550000,771000,2017,56169,18.9
7010,330000,720000,2014,31692,20.51
7011,590000,663000,2019,5000,18.9
7012,175000,494000,2012,65000,15.37
7013,894999,1574000,2018,42388,21.5
7014,350000,649000,2015,50000,23.1
7015,390000,709000,2016,15000,18.9
7016,610000,966000,2018,26000,22.0
7017,450000,663000,2018,30000,18.9
7018,675000,1042000,2019,8800,21.4
7019,590000,1809000,2014,90000,22.32
7020,630000,927999,2019,17000,19.0
7021,319000,1145000,2010,56161,16.0
7022,300000,988000,2011,35000,20.0
7023,700000,1372000,2015,100000,22.77
7024,629000,986000,2017,28000,20.4
7025,200000,1657000,2006,38000,16.9
7026,570000,914000,2017,5000,20.4
7027,599000,1026000,2016,20000,21.4
7028,300000,615000,2017,20000,25.17
7029,650000,1869000,2014,69000,11.79
7030,450000,771000,2015,50215,18.9
7031,1044999,1433000,2019,18700,23.7
7032,975000,1645000,2019,5630,17.0
7033,655000,1284000,2015,109555,22.54
7034,290000,1718000,2009,90000,18.1
7035,390000,1177000,2013,75000,25.8
7036,1099000,1230000,2019,8000,17.99
7037,625000,327000,2007,47200,10.13
7038,450000,910000,2018,50000,20.89
7039,1095000,1805999,2017,53000,18.0
7040,625000,1913000,2012,58000,22.32
7041,1350000,2267000,2017,54212,16.0
7042,800000,1066000,2019,8760,19.0
7043,350000,631000,2017,40000,24.04
7044,625000,1336000,2015,80131,22.54
7045,484999,700000,2016,41944,23.1
7046,1525000,2523000,2016,28000,14.62
7047,275000,2525000,2010,60000,13.5
7048,549000,1763000,2014,67000,26.0
7049,575000,856000,2016,49392,18.16
7050,800000,1362000,2017,65000,25.5
7051,1200000,2166000,2017,50000,19.67
7052,280000,930000,2012,90000,18.6
7053,950000,1807000,2017,60000,16.55
7054,450000,660000,2017,32000,23.1
7055,800000,2156000,2015,57000,13.0
7056,860000,1718000,2018,42700,22.0
7057,585000,1206000,2014,35000,17.5
7058,400000,688000,2017,10000,20.51
7059,400000,2673000,2008,110000,13.5
7060,550000,1324000,2015,37924,17.0
7061,425000,1379000,2014,104859,22.7
7062,831000,1348000,2017,63000,23.0
7063,785000,1183000,2017,52377,19.0
7064,750000,1208000,2017,14000,16.2
7065,1295000,1913000,2019,7000,19.08
7066,640000,1830999,2014,62000,26.0
7067,400000,1630999,2013,34000,15.04
7068,725000,1309000,2017,66000,25.5
7069,350000,665000,2017,35000,24.04
7070,1050000,1444000,2020,5000,18.27
7071,620000,1284000,2015,64000,22.54
7072,495000,700000,2015,57000,23.1
7073,385000,654000,2018,8627,21.74
7074,500000,741000,2017,20000,18.9
7075,899000,1379000,2018,6500,22.77
7076,185000,501999,2013,90000,30.46
7077,894999,1208000,2017,37450,17.21
7078,685000,1830999,2016,88102,26.0
7079,325000,1698999,2010,47000,17.0
7080,495000,1066000,2014,49000,18.0
7081,459999,1336000,2012,69000,21.9
7082,150000,492000,2011,100000,15.37
7083,440000,1066000,2013,86300,19.1
7084,375000,617000,2015,42100,26.6
7085,300000,483000,2015,35000,22.74
7086,434999,660000,2016,51000,23.1
7087,1100000,2423000,2015,80000,16.0
7088,500000,1324000,2015,60000,18.6
7089,655000,1401000,2017,50000,18.6
7090,900000,1398000,2018,40000,23.0
7091,915000,1714999,2018,9965,16.09
7092,530000,1031000,2013,39000,15.96
7093,1490000,2990000,2016,35500,13.68
7094,415000,1036000,2013,70400,18.6
7095,300000,604000,2015,80000,26.6
7096,515000,771000,2017,76000,18.9
7097,400000,1701000,2008,120000,17.7
7098,730000,1175000,2019,7000,18.78
7099,725000,1351000,2016,45000,20.73
7100,650000,1830999,2016,88000,26.0
7101,775000,1090000,2019,30000,24.4
7102,645000,1175000,2015,56084,17.21
7103,1670000,2463000,2019,21000,16.5
7104,310000,631000,2017,25000,23.01
7105,365000,513000,2016,40000,15.37
7106,1500000,2491000,2017,60000,15.1
7107,1070000,2231000,2019,12000,15.8
7108,475000,1379000,2014,58000,22.7
7109,495000,771000,2016,28000,18.9
7110,530000,1003999,2016,73000,20.85
7111,220000,444000,2016,2000,22.74
7112,350000,1003999,2013,64000,19.1
7113,300000,720000,2013,34000,18.9
7114,204999,906000,2008,57000,16.1
7115,975000,1336000,2019,15000,22.54
7116,1570000,2491000,2017,34000,16.0
7117,885000,1427000,2017,40000,23.0
7118,800000,164000,2010,75000,11.7
7119,509999,646000,2018,20000,31.79
7120,537000,1698999,2014,75000,17.4
7121,600000,1276000,2018,60000,17.0
7122,345000,578000,2018,12500,24.04
7123,310000,1219000,2013,70000,21.9
7124,860000,1913000,2017,36000,23.9
7125,415000,657000,2017,55000,18.9
7126,545000,1351000,2014,48000,20.73
7127,750000,1186000,2018,40000,27.4
7128,430000,1278000,2015,42000,18.6
7129,675000,1183000,2016,52062,18.2
7130,685000,1459000,2014,56017,22.7
7131,994999,2053000,2018,10000,15.8
7132,650000,164000,2009,66001,11.7
7133,390000,1032000,2013,100000,19.1
7134,975000,1415000,2019,13921,17.0
7135,411000,645000,2016,48129,31.79
7136,340000,637000,2016,189000,19.0
7137,1421000,2082000,2018,65000,17.01
7138,1197000,1377000,2019,18281,0.0
7139,725000,915000,2019,11000,20.0
7140,950000,2437000,2014,178000,15.1
7141,550000,771000,2015,66916,18.9
7142,695000,1335000,2014,70000,22.54
7143,994999,1807000,2018,21219,16.55
7144,700000,914000,2019,11320,21.21
7145,650000,1143000,2014,53776,17.21
7146,249000,1607999,2010,59000,16.09
7147,800000,1993000,2015,70000,21.38
7148,555000,771000,2017,47000,18.9
7149,350000,849000,2017,35000,18.15
7150,660000,986000,2019,10000,22.0
7151,1125000,1680000,2018,26000,18.0
7152,415000,618000,2017,66628,26.6
7153,875000,1122000,2020,2441,19.56
7154,500000,1024000,2017,40000,17.8
7155,275000,747000,2011,120000,18.9
7156,475000,1066000,2015,42012,18.6
7157,450000,943000,2014,85195,18.6
7158,210000,449000,2013,25000,22.74
7159,654000,871000,2019,15000,20.0
7160,760000,1046000,2017,18767,23.26
7161,655000,1351000,2017,27400,20.73
7162,1400000,1936000,2019,15000,16.8
7163,910000,1645000,2018,22000,17.0
7164,434999,931000,2014,44651,16.1
7165,390000,617000,2015,64000,26.2
7166,250000,925000,2011,50000,20.0
7167,700000,1089000,2019,25000,21.01
7168,740000,1090000,2018,30000,22.0
7169,1115000,2080000,2016,55000,19.67
7170,800000,1335000,2017,35000,22.54
7171,120000,1698999,2006,55000,17.7
7172,600000,769000,2019,5000,20.3
7173,800000,1805999,2018,70000,17.4
7174,300000,632000,2018,10400,22.5
7175,459999,1066000,2014,56930,22.0
7176,507000,1072000,2016,130000,25.83
7177,675000,1053000,2017,65000,21.0
7178,470000,700000,2016,62000,23.1
7179,450000,1202000,2014,170000,25.8
7180,1195000,1662000,2018,9570,14.3
7181,345000,660000,2014,40860,21.63
7182,225000,480000,2013,95011,22.74
7183,900000,2229000,2015,35000,21.38
7184,1155000,1796000,2018,48133,14.99
7185,455000,1177000,2015,71572,25.8
7186,472000,685000,2020,5000,24.04
7187,229999,933000,2011,60000,20.0
7188,900000,2082000,2015,69000,17.01
7189,875000,1336000,2018,20360,20.28
7190,525000,742000,2018,11300,18.9
7191,450000,771000,2013,23135,18.9
7192,290000,505999,2017,45000,33.44
7193,225000,1627000,2005,60000,13.0
7194,280000,981000,2015,120000,20.0
7195,530000,998000,2018,20000,17.8
7196,550000,1362000,2015,44726,18.6
7197,1070000,1971000,2016,63452,15.4
7198,1225000,1587000,2019,45000,17.0
7199,220000,934000,2012,60000,20.0
7200,545000,2121000,2009,65000,12.05
7201,448000,931000,2015,52000,21.21
7202,825000,1805999,2014,30000,18.0
7203,425000,622000,2018,42000,23.1
7204,425000,1025000,2013,55000,15.5
7205,420000,682000,2017,48300,23.1
7206,395000,994999,2014,43000,20.85
7207,415000,720000,2016,18307,20.51
7208,1000000,1448000,2019,20000,21.5
7209,470000,1336000,2012,70000,21.9
7210,270000,986999,2011,80000,20.0
7211,650000,2339000,2013,113000,16.0
7212,645000,931000,2018,20000,22.0
7213,135000,733000,2007,39000,21.79
7214,1150000,1645000,2018,15000,17.0
7215,946000,1256000,2019,4015,17.0
7216,475000,1219000,2013,56600,16.02
7217,360000,1630999,2013,67000,15.04
7218,700000,1145000,2016,14479,18.7
7219,235000,1805999,2006,75000,16.0
7220,540000,1324000,2017,16000,18.5
7221,540000,771000,2015,67000,18.9
7222,980000,1325000,2019,15439,19.01
7223,320000,480000,2014,10000,22.74
7224,440000,1219000,2015,70000,22.54
7225,650000,1336000,2015,63239,22.54
7226,434999,930000,2017,30000,20.4
7227,500000,1419000,2013,80150,15.8
7228,570000,672000,2018,15000,21.63
7229,625000,1122000,2017,57000,21.4
7230,425000,604000,2018,27823,32.52
7231,869999,1390000,2017,27000,15.85
7232,919999,1231000,2019,15000,19.34
7233,799000,986000,2018,9500,22.0
7234,200000,1627000,2008,100000,17.0
7235,315000,783000,2017,50000,20.63
7236,950000,2339000,2014,30000,15.1
7237,695000,1402000,2016,49000,18.6
7238,240000,1024000,2006,120000,13.6
7239,675000,1208000,2017,55000,16.2
7240,299000,1710000,2009,65000,17.0
7241,980000,1574000,2019,5000,17.3
7242,484999,824000,2017,17000,18.16
7243,271000,823000,2010,35500,15.6
7244,498000,1144000,2015,61500,16.2
7245,300000,685000,2016,64000,25.17
7246,525000,2267000,2013,105000,16.0
7247,295000,1680000,2010,65000,17.0
7248,525000,742000,2017,5800,18.9
7249,332000,742000,2012,30000,16.95
7250,295000,784000,2015,450000,20.63
7251,785000,1436000,2017,31000,20.73
7252,550000,1679000,2014,190000,25.1
7253,350000,849000,2017,35000,18.15
7254,625000,771000,2017,12000,18.9
7255,1085000,1621000,2018,36000,17.3
7256,575000,1003999,2016,20000,20.85
7257,750000,1046000,2019,10000,21.01
7258,260000,1698999,2010,178000,17.0
7259,700000,1671000,2016,70000,17.8
7260,415000,931000,2017,25000,20.4
7261,645000,1175000,2015,52000,17.21
7262,495000,742000,2016,32100,18.9
7263,440000,707000,2017,27500,20.51
7264,225000,742000,2009,70000,16.95
7265,345000,1341000,2013,52000,18.5
7266,235000,997000,2011,76500,20.0
7267,1625000,2216000,2018,9000,15.1
7268,260000,1680000,2009,58000,16.8
7269,350000,861000,2015,70000,19.44
7270,550000,1206000,2015,77100,16.02
7271,335000,1119000,2014,56000,16.47
7272,800000,1183000,2018,22000,18.2
7273,550000,771000,2016,41473,18.9
7274,800000,2339000,2013,49100,15.1
7275,790000,1253000,2018,15000,25.5
7276,475000,988000,2016,97000,25.83
7277,600000,1208000,2015,43000,17.24
7278,509999,1652000,2014,65694,17.01
7279,740000,930000,2019,18000,21.21
7280,990000,1379000,2019,11458,21.7
7281,475000,906000,2019,25000,21.21
7282,285000,587000,2018,15000,22.5
7283,409999,966000,2015,59000,20.0
7284,819999,1386000,2019,20000,21.56
7285,480000,1041000,2015,90000,25.83
7286,400000,1186000,2014,97000,25.8
7287,484999,1032000,2014,51000,23.26
7288,434999,988000,2014,58481,20.0
7289,375000,685000,2016,24000,25.17
7290,445000,768000,2017,44800,18.9
7291,1750000,2550000,2019,12750,17.0
7292,575000,771000,2017,21065,18.9
7293,771000,1645000,2018,16500,17.43
7294,1475000,2491000,2017,30000,16.0
7295,434000,775000,2019,35000,23.84
7296,290000,986000,2010,88466,18.6
7297,360000,685000,2018,17500,23.01
7298,875000,1336000,2020,6003,21.56
7299,670000,1598000,2012,37000,15.04
7300,625000,1671000,2015,70000,23.9
7301,750000,1054000,2019,14171,21.01
7302,370000,856000,2011,56000,15.6
7303,240000,449000,2017,35000,24.7
7304,550000,789000,2019,20000,23.84
7305,295000,1869000,2007,92000,10.5
7306,450000,764000,2014,39264,20.51
7307,570000,1398000,2013,57000,22.7
7308,595000,742000,2019,9000,18.9
7309,869999,1975000,2017,50000,21.38
7310,120000,700000,2008,80000,18.9
7311,409999,639000,2019,15000,25.17
7312,1100000,2082000,2018,25000,21.38
7313,1080000,1651000,2018,25000,17.8
7314,330000,607000,2019,10000,25.17
7315,875000,1371000,2019,13050,22.77
7316,1650000,2935000,2016,91771,13.68
7317,775000,1459000,2015,66000,22.77
7318,1100000,1805999,2019,10229,17.4
7319,1075000,1375000,2019,11000,18.27
7320,310000,654000,2016,40500,25.17
7321,250000,570000,2017,35000,22.5
7322,500000,863000,2018,35000,20.3
7323,385000,1130000,2009,139000,13.6
7324,1185000,2339000,2016,59000,16.0
7325,210000,679000,2012,82088,18.9
7326,450000,660000,2018,22000,23.1
7327,300000,1219000,2013,90000,21.9
7328,425000,988000,2015,96000,20.0
7329,409999,720000,2017,44000,20.51
7330,495000,771000,2016,29000,18.9
7331,325000,906000,2012,49000,21.21
7332,320000,1136000,2011,61000,16.47
7333,440000,719000,2016,14000,20.51
7334,640000,771000,2018,5000,18.9
7335,525000,943000,2016,42000,20.4
7336,1775000,2491000,2018,46000,15.1
7337,1125000,2080000,2016,70000,20.5
7338,260000,501999,2014,60000,30.46
7339,980000,1718000,2017,40000,22.0
7340,950000,1416000,2018,25000,23.0
7341,335000,445000,2019,22987,24.7
7342,450000,700000,2016,30000,23.1
7343,800000,2337000,2014,220000,15.1
7344,420000,1416000,2013,68281,22.7
7345,875000,1336000,2018,38000,22.54
7346,530000,1805999,2011,85000,17.0
7347,175000,741000,2008,51000,19.81
7348,295000,1533000,2012,57000,15.0
7349,750000,1054000,2020,7000,21.01
7350,660000,898000,2019,11893,21.21
7351,725000,1459000,2015,36203,22.77
7352,430000,742000,2014,70000,18.9
7353,865000,1419000,2016,47935,14.7
7354,969999,1728000,2019,15000,17.0
7355,750000,1290000,2017,20000,17.5
7356,300000,1362000,2011,65000,18.5
7357,385000,771000,2011,83347,20.36
7358,270000,480000,2015,49000,22.74
7359,990000,1427000,2018,60000,23.0
7360,325000,501999,2016,77658,33.44
7361,365000,988000,2012,79000,20.0
7362,140000,1701000,2008,122671,17.7
7363,733000,1091000,2017,22500,17.5
7364,630000,1882999,2012,90000,22.32
7365,580000,1752000,2014,62000,26.0
7366,215000,1219000,2010,78000,23.0
7367,360000,657000,2014,39000,18.9
7368,725000,1336000,2017,58000,20.73
7369,275000,1324000,2011,50000,18.5
7370,249000,1805999,2006,89500,17.7
7371,285000,966000,2012,106000,20.0
7372,650000,1219000,2014,60000,16.02
7373,370000,526000,2019,30000,15.37
7374,825000,2491000,2012,120442,15.1
7375,385000,618000,2015,25000,26.2
7376,340000,994999,2012,45000,17.5
7377,330000,607000,2017,25000,23.01
7378,280000,632000,2018,22500,22.5
7379,1050000,1645000,2017,23000,17.0
7380,635000,1393000,2018,30000,18.6
7381,825000,1763000,2016,50000,26.0
7382,530000,1393000,2016,50000,18.6
7383,625000,1341000,2017,33181,18.6
7384,699000,1090000,2017,11437,18.5
7385,465000,700000,2014,29000,23.1
7386,320000,986000,2009,100000,16.1
7387,690000,1336000,2017,450003,20.73
7388,445000,1698999,2013,47000,16.8
7389,725000,1183000,2017,41000,18.2
7390,1285000,327000,2007,100000,7.81
7391,950000,1386000,2019,8500,21.56
7392,1175000,2229000,2016,48000,17.01
7393,1145000,1805999,2017,27880,18.4
7394,545000,764000,2019,8401,21.79
7395,325000,1844000,2011,48000,16.2
7396,625000,1284000,2015,98000,23.0
7397,649000,1313000,2016,41500,15.63
7398,785000,1419000,2015,61087,15.63
7399,700000,981000,2019,40000,26.1
7400,950000,1811000,2018,25017,17.8
7401,110000,1680000,2007,65000,17.7
7402,650000,164000,2011,59000,11.74
7403,595000,1073000,2017,9000,21.4
7404,484999,1341000,2016,49515,18.5
7405,630000,1679000,2016,68000,26.0
7406,475000,827000,2018,31000,23.84
7407,360000,501999,2018,30112,33.44
7408,225000,620000,2016,47000,25.17
7409,960000,2254000,2016,67000,16.0
7410,875000,1975000,2016,56000,19.67
7411,675000,1698999,2014,43000,18.0
7412,625000,869000,2019,7500,20.89
7413,690000,1290000,2018,32000,18.6
7414,700000,1175000,2017,70000,17.21
7415,395000,1208000,2010,50000,16.47
7416,276000,719000,2012,65000,18.9
7417,316000,631000,2018,15000,23.1
7418,760000,1066000,2018,10000,21.21
7419,299000,654000,2016,15000,25.17
7420,440000,657000,2014,55738,18.9
7421,660000,1278000,2020,15000,20.35
7422,130000,1680000,2008,120000,17.7
7423,360000,639000,2016,26500,25.17
7424,475000,1755000,2014,68000,26.0
