,Unnamed: 0,full_name,selling_price,new-price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,Brand
594,594,Honda City i,680000,1680000,2016,Dealer,80000,First Owner,Petrol,Automatic,18.0,Honda
595,595,Hyundai Grand i10,451000,752000,2018,Individual,10000,First Owner,Petrol,Manual,18.9,Hyundai
596,596,Maruti Swift Dzire,635000,960000,2018,Individual,20000,First Owner,Petrol,Manual,21.21,Maruti
597,597,Mahindra Scorpio VLX,400000,2009000,2010,Individual,186000,First Owner,Diesel,Manual,12.05,Mahindra
598,598,Tata Tigor 1.2,409999,869999,2018,Individual,50000,First Owner,Petrol,Manual,20.3,Tata
599,599,BMW 7 Series,750000,282000,2008,Dealer,70000,First Owner,Petrol,Automatic,8.45,BMW
600,600,Hyundai Elantra CRDi,615000,2210000,2013,Individual,90000,First Owner,Diesel,Manual,22.7,Hyundai
601,601,Honda Amaze S,720000,990000,2020,Individual,1800,First Owner,Petrol,Manual,19.5,Honda
602,602,Skoda Rapid 1.6,650000,1511000,2015,Individual,35000,First Owner,Petrol,Automatic,14.3,Skoda
603,603,Maruti Baleno Delta,610000,1054000,2017,Dealer,23200,First Owner,Petrol,Manual,21.4,Maruti
604,604,Volkswagen Polo 1.2,350000,1123000,2015,Individual,60000,First Owner,Petrol,Manual,16.47,Volkswagen
605,605,Mahindra Scorpio 2006-2009,300000,1992000,2008,Individual,120000,First Owner,Diesel,Manual,10.5,Mahindra
606,606,Mahindra Scorpio EX,500000,2009000,2012,Individual,147000,First Owner,Diesel,Manual,14.0,Mahindra
607,607,Ford Figo 1.2P,420000,791000,2016,Individual,60000,First Owner,Petrol,Manual,18.16,Ford
608,608,Skoda Rapid 1.6,500000,1577000,2012,Individual,120000,First Owner,Petrol,Automatic,14.3,Skoda
609,609,Maruti Wagon R,400000,713000,2018,Individual,50000,First Owner,Petrol,Manual,20.51,Maruti
610,610,Honda WR-V i-VTEC,650000,1091000,2017,Dealer,21000,First Owner,Petrol,Manual,17.5,Honda
611,611,Honda City i,650000,1680000,2015,Individual,50000,First Owner,Petrol,Manual,17.4,Honda
612,612,Ford Figo Diesel,173000,928999,2012,Individual,80000,First Owner,Diesel,Manual,20.0,Ford
613,613,Maruti Swift AMT,675000,898000,2019,Trustmark Dealer,8043,First Owner,Petrol,Automatic,22.0,Maruti
614,614,Honda Amaze S,475000,990000,2016,Dealer,35118,First Owner,Petrol,Manual,17.8,Honda
615,615,Maruti Celerio ZXI,480000,665000,2019,Individual,10000,First Owner,Petrol,Manual,23.1,Maruti
616,616,Hyundai Creta 1.6,1050000,2059000,2016,Dealer,52000,First Owner,Diesel,Automatic,17.01,Hyundai
617,617,Maruti Wagon R,409999,701000,2018,Trustmark Dealer,16631,First Owner,Petrol,Manual,20.51,Maruti
618,618,Skoda Rapid 1.6,239000,1537000,2013,Individual,50000,First Owner,Petrol,Automatic,14.3,Skoda
619,619,Maruti Wagon R,248000,679000,2013,Dealer,58000,First Owner,Petrol,Manual,18.9,Maruti
620,620,Honda Amaze S,470000,985000,2017,Individual,58900,First Owner,Petrol,Manual,17.8,Honda
621,621,Hyundai Santro Asta,550000,743000,2019,Individual,30000,First Owner,Petrol,Manual,20.3,Hyundai
622,622,Maruti Wagon R,199000,679000,2010,Individual,147626,First Owner,Petrol,Manual,18.9,Maruti
623,623,Hyundai i20 1.4,368000,1309000,2014,Dealer,67300,First Owner,Diesel,Manual,23.0,Hyundai
624,624,Hyundai Elantra CRDi,795000,2489000,2015,Dealer,65000,First Owner,Diesel,Automatic,19.5,Hyundai
625,625,Hyundai i20 1.2,550000,1341000,2017,Dealer,44000,First Owner,Petrol,Manual,18.6,Hyundai
626,626,Maruti Wagon R,400000,713000,2012,Individual,16000,First Owner,Petrol,Manual,18.9,Maruti
627,627,Datsun GO Anniversary,300000,724000,2017,Individual,20000,First Owner,Petrol,Manual,20.63,Datsun
628,628,Hyundai Grand i10,455000,752000,2016,Individual,46000,First Owner,Petrol,Manual,18.9,Hyundai
629,629,Maruti Swift ZXI,450000,927000,2014,Individual,70000,First Owner,Petrol,Manual,18.6,Maruti
630,630,Hyundai Santro Asta,550000,669000,2019,Individual,5000,First Owner,Petrol,Manual,20.3,Hyundai
631,631,Maruti Swift Dzire,420000,994999,2013,Individual,110000,First Owner,Petrol,Manual,19.1,Maruti
632,632,Ford Figo Diesel,275000,944999,2014,Individual,57000,First Owner,Diesel,Manual,20.0,Ford
633,633,Mahindra Bolero DI,254999,1069000,2010,Individual,120000,First Owner,Diesel,Manual,13.6,Mahindra
634,634,Honda Amaze S,651000,1024000,2019,Individual,23000,First Owner,Petrol,Manual,19.5,Honda
635,635,Hyundai i20 1.4,549000,1309000,2017,Dealer,42000,First Owner,Diesel,Manual,23.0,Hyundai
636,636,Maruti Wagon R,375000,712000,2016,Dealer,26000,First Owner,Petrol,Manual,18.9,Maruti
637,637,Maruti Swift Dzire,315000,1040000,2011,Individual,70000,First Owner,Petrol,Manual,17.5,Maruti
638,638,Honda City i,900000,1671000,2016,Individual,5000,First Owner,Petrol,Manual,17.8,Honda
639,639,Tata Nexon 1.2,700000,1333000,2018,Individual,60000,First Owner,Petrol,Manual,17.0,Tata
640,640,Maruti Baleno Zeta,590000,1042000,2017,Dealer,25000,First Owner,Petrol,Manual,21.4,Maruti
641,641,Toyota Innova Crysta,1825000,2990000,2019,Dealer,31999,First Owner,Diesel,Automatic,11.36,Toyota
642,642,Honda City 1.5,295000,1680000,2009,Dealer,59915,First Owner,Petrol,Manual,17.0,Honda
643,643,Mahindra XUV500 W7,1450000,2196000,2019,Individual,31000,First Owner,Diesel,Manual,15.1,Mahindra
644,644,Hyundai i20 1.2,584000,1327000,2018,Individual,50000,First Owner,Petrol,Manual,18.6,Hyundai
645,645,Maruti Swift Dzire,350000,1013000,2015,Individual,120000,First Owner,Petrol,Manual,20.85,Maruti
646,646,Maruti Ertiga BSIV,635000,1206000,2016,Dealer,30000,First Owner,Petrol,Manual,17.5,Maruti
647,647,Maruti Swift VXI,450000,914000,2013,Individual,13000,First Owner,Petrol,Manual,18.6,Maruti
648,648,Ford Ecosport 1.5,459999,1379000,2014,Dealer,60000,First Owner,Diesel,Manual,22.7,Ford
649,649,Honda City i-VTEC,800000,1680000,2018,Dealer,41000,First Owner,Petrol,Manual,17.4,Honda
650,650,Hyundai i20 Asta,540000,1274000,2016,Individual,55000,First Owner,Diesel,Manual,22.54,Hyundai
651,651,Mahindra Scorpio 1.99,1065000,1992000,2016,Dealer,46000,First Owner,Diesel,Manual,15.4,Mahindra
652,652,Mercedes-Benz C-Class C,900000,158000,2011,Individual,60000,First Owner,Petrol,Automatic,11.74,Mercedes-Benz
653,653,Renault KWID RXT,300000,629000,2017,Individual,30000,First Owner,Petrol,Manual,25.17,Renault
654,654,Ford Ecosport 2015-2021,350000,1290000,2013,Dealer,98813,First Owner,Diesel,Manual,22.77,Ford
655,655,Maruti Alto 800,198000,449000,2016,Individual,120000,First Owner,Petrol,Manual,22.74,Maruti
656,656,Ford Ecosport 2015-2021,630000,1257000,2016,Dealer,27000,First Owner,Petrol,Manual,15.85,Ford
657,657,Hyundai Verna VTVT,1250000,1587000,2019,Dealer,4000,First Owner,Petrol,Automatic,17.0,Hyundai
658,658,Maruti Swift VXI,450000,914000,2015,Individual,30000,First Owner,Petrol,Manual,20.4,Maruti
659,659,Hyundai Grand i10,404000,657000,2015,Dealer,50283,First Owner,Petrol,Manual,18.9,Hyundai
660,660,Honda City 1.5,300000,1680000,2010,Individual,80000,First Owner,Petrol,Manual,17.0,Honda
661,661,Hyundai i20 Asta,450000,1312000,2014,Individual,110000,First Owner,Petrol,Manual,18.5,Hyundai
662,662,Datsun GO T,430000,724000,2018,Individual,21500,First Owner,Petrol,Manual,20.63,Datsun
663,663,Maruti Alto 800,235000,473000,2016,Individual,50000,First Owner,Petrol,Manual,22.74,Maruti
664,664,Maruti Baleno Delta,580000,1042000,2018,Individual,20000,First Owner,Petrol,Manual,21.4,Maruti
665,665,Renault KWID 1.0,367000,620000,2018,Individual,20000,First Owner,Petrol,Manual,23.01,Renault
666,666,Datsun GO Plus,425000,809000,2017,Individual,24000,First Owner,Petrol,Manual,19.44,Datsun
667,667,Tata Tiago 1.2,570000,789000,2019,Individual,15000,First Owner,Petrol,Manual,23.84,Tata
668,668,Hyundai Santro Sportz,580000,720000,2019,Dealer,4540,First Owner,Petrol,Automatic,20.3,Hyundai
669,669,Hyundai Grand i10,520000,729000,2018,Individual,41000,First Owner,Petrol,Manual,18.9,Hyundai
670,670,Maruti Swift VXI,425000,928999,2014,Dealer,75727,First Owner,Petrol,Manual,21.21,Maruti
671,671,Maruti Baleno Alpha,680000,1008000,2018,Individual,20000,First Owner,Petrol,Manual,21.4,Maruti
672,672,Hyundai i20 Magna,625000,1346000,2019,Individual,20000,First Owner,Petrol,Manual,18.6,Hyundai
673,673,Honda City V,360000,1627000,2010,Dealer,49000,First Owner,Petrol,Manual,17.4,Honda
674,674,Mahindra Scorpio VLX,480000,1943000,2011,Individual,137000,First Owner,Diesel,Automatic,11.79,Mahindra
675,675,Maruti Baleno Alpha,750000,1026000,2019,Trustmark Dealer,5808,First Owner,Petrol,Manual,21.01,Maruti
676,676,Maruti Baleno Alpha,690000,1054000,2017,Individual,8245,First Owner,Petrol,Manual,21.4,Maruti
677,677,Ford Ecosport 2015-2021,530000,1336000,2015,Dealer,69997,First Owner,Diesel,Manual,23.0,Ford
678,678,Hyundai Santro Sportz,500000,669000,2019,Individual,10000,First Owner,Petrol,Manual,20.3,Hyundai
679,679,Maruti Eeco 5,340000,500000,2019,Individual,13000,First Owner,Petrol,Manual,15.37,Maruti
680,680,Hyundai Creta 1.6,1125000,2059000,2017,Dealer,36000,First Owner,Petrol,Automatic,13.0,Hyundai
681,681,Mahindra Scorpio 1.99,1050000,1992000,2015,Individual,60000,First Owner,Diesel,Manual,15.4,Mahindra
682,682,Maruti Wagon R,375000,713000,2018,Individual,60000,First Owner,Petrol,Manual,20.51,Maruti
683,683,Honda Amaze S,500000,990000,2017,Dealer,28000,First Owner,Petrol,Manual,17.8,Honda
684,684,Honda City 1.5,300000,1680000,2011,Dealer,50000,First Owner,Petrol,Manual,17.0,Honda
685,685,Mahindra XUV500 W8,580000,2328000,2013,Dealer,63000,First Owner,Diesel,Manual,15.1,Mahindra
686,686,Mahindra Scorpio S3,1011000,1992000,2018,Dealer,48976,First Owner,Diesel,Manual,15.4,Mahindra
687,687,Maruti Wagon R,125000,679000,2008,Individual,110000,First Owner,Petrol,Manual,18.9,Maruti
688,688,Mahindra Scorpio LX,600000,1992000,2012,Individual,110000,First Owner,Diesel,Manual,12.05,Mahindra
689,689,Toyota Innova Crysta,1425000,2918000,2017,Dealer,136226,First Owner,Diesel,Automatic,11.36,Toyota
690,690,Datsun GO T,235000,724000,2016,Individual,50000,First Owner,Petrol,Manual,20.63,Datsun
691,691,Maruti Wagon R,229999,713000,2012,Individual,20000,First Owner,Petrol,Manual,18.9,Maruti
692,692,Renault Triber RXL,550000,873000,2019,Individual,10000,First Owner,Petrol,Manual,20.0,Renault
693,693,Maruti Alto 800,250000,457000,2014,Individual,35000,First Owner,Petrol,Manual,22.74,Maruti
694,694,Ford Aspire 1.2,525000,860000,2016,Individual,20000,First Owner,Petrol,Manual,18.16,Ford
695,695,Honda City VX,480000,1701000,2013,Dealer,42462,First Owner,Petrol,Manual,17.8,Honda
696,696,Honda Amaze VX,785000,990000,2020,Dealer,12000,First Owner,Petrol,Manual,18.6,Honda
697,697,Honda City i,560000,1627000,2014,Individual,70000,First Owner,Petrol,Manual,17.4,Honda
698,698,Hyundai i20 Sportz,690000,1341000,2019,Trustmark Dealer,12973,First Owner,Petrol,Manual,18.6,Hyundai
699,699,Ford Ecosport 2015-2021,875000,1313000,2018,Dealer,16000,First Owner,Petrol,Manual,17.0,Ford
700,700,Bentley Continental GT,145000,448000,2012,Dealer,9000,First Owner,Petrol,Automatic,9.5,Bentley
701,701,Maruti Swift Dzire,350000,1003999,2012,Dealer,55236,First Owner,Petrol,Manual,19.1,Maruti
702,702,Honda WR-V i-DTEC,975000,1311000,2019,Individual,10000,First Owner,Diesel,Manual,25.5,Honda
703,703,Honda City ZX,969999,1677000,2017,Dealer,49000,First Owner,Petrol,Automatic,17.4,Honda
704,704,Mahindra Thar 4X4,545000,1692000,2013,Dealer,45000,First Owner,Diesel,Manual,16.55,Mahindra
705,705,Maruti Swift VXI,509999,938000,2016,Individual,80000,First Owner,Petrol,Manual,20.4,Maruti
706,706,Mahindra Scorpio 1.99,850000,1992000,2015,Individual,35000,First Owner,Diesel,Manual,15.4,Mahindra
707,707,Ford Aspire 1.5,475000,1038000,2015,Dealer,42000,First Owner,Diesel,Manual,25.83,Ford
708,708,Honda Civic 1.8,320000,2524000,2007,Individual,60000,First Owner,Petrol,Automatic,12.9,Honda
709,709,Maruti Baleno Alpha,675000,1042000,2018,Dealer,19000,First Owner,Petrol,Manual,21.01,Maruti
710,710,Maruti Celerio X,500000,641000,2019,Individual,50000,First Owner,Petrol,Manual,21.63,Maruti
711,711,Skoda Rapid 1.6,700000,1537000,2018,Individual,40000,First Owner,Petrol,Automatic,14.84,Skoda
712,712,Maruti Celerio VXI,250000,648000,2014,Individual,110000,First Owner,Petrol,Automatic,23.1,Maruti
713,713,Maruti Ertiga LXI,525000,1206000,2015,Dealer,72909,First Owner,Petrol,Manual,19.01,Maruti
714,714,Hyundai Creta 1.6,960000,2062000,2017,Dealer,38425,First Owner,Diesel,Manual,19.67,Hyundai
715,715,Hyundai i20 1.2,700000,1289000,2018,Individual,50000,First Owner,Petrol,Manual,18.6,Hyundai
716,716,Maruti Celerio VXI,315000,654000,2014,Individual,76000,First Owner,Petrol,Manual,23.1,Maruti
717,717,Hyundai Verna CRDi,215000,1809000,2008,Individual,120000,First Owner,Diesel,Manual,16.8,Hyundai
718,718,Hyundai Grand i10,490000,716000,2017,Individual,22000,First Owner,Petrol,Manual,18.9,Hyundai
719,719,Ford Figo Diesel,240000,952999,2013,Individual,145000,First Owner,Diesel,Manual,20.0,Ford
720,720,Maruti Ertiga VXI,525000,1206000,2014,Dealer,22681,First Owner,Petrol,Manual,16.02,Maruti
721,721,Volkswagen Vento 1.6,390000,1614000,2014,Individual,96000,First Owner,Petrol,Manual,15.04,Volkswagen
722,722,Hyundai i20 1.2,575000,1312000,2017,Individual,27000,First Owner,Petrol,Manual,18.6,Hyundai
723,723,Hyundai i20 Asta,550000,1274000,2014,Dealer,57212,First Owner,Diesel,Manual,22.54,Hyundai
724,724,Hyundai i20 Sportz,400000,1181000,2014,Individual,50000,First Owner,Petrol,Manual,18.6,Hyundai
725,725,Hyundai i20 1.2,660000,1289000,2018,Individual,50000,First Owner,Petrol,Manual,18.6,Hyundai
726,726,Maruti Dzire VXI,650000,1013000,2020,Individual,8000,First Owner,Petrol,Manual,23.26,Maruti
727,727,Mahindra XUV500 W8,900000,2344000,2014,Individual,120000,First Owner,Diesel,Manual,15.1,Mahindra
728,728,Maruti Swift Dzire,625000,994999,2017,Trustmark Dealer,15659,First Owner,Petrol,Manual,21.21,Maruti
729,729,Maruti Wagon R,400000,694000,2015,Individual,50000,First Owner,Petrol,Manual,20.51,Maruti
730,730,Mahindra XUV500 AT,1175000,2328000,2017,Dealer,65000,First Owner,Diesel,Automatic,16.0,Mahindra
731,731,Renault KWID RXT,250000,588000,2016,Individual,80000,First Owner,Petrol,Manual,25.17,Renault
732,732,Hyundai Venue SX,950000,1302000,2019,Individual,3800,First Owner,Petrol,Manual,18.27,Hyundai
733,733,Honda Amaze S,509999,998000,2016,Dealer,54000,First Owner,Petrol,Manual,18.0,Honda
734,734,Hyundai Santro GLS,110000,727000,2007,Individual,50000,First Owner,Petrol,Manual,0.0,Hyundai
735,735,Maruti Celerio ZXI,345000,654000,2017,Individual,25000,First Owner,Petrol,Manual,23.1,Maruti
736,736,Volkswagen Polo Petrol,235000,1127000,2010,Dealer,61000,First Owner,Petrol,Manual,16.47,Volkswagen
737,737,Renault KWID 1.0,300000,629000,2016,Individual,25000,First Owner,Petrol,Manual,23.01,Renault
738,738,Maruti Wagon R,225000,604000,2011,Dealer,64000,First Owner,CNG,Manual,26.2,Maruti
739,739,Maruti Swift LXi,291000,898000,2012,Dealer,51000,First Owner,Petrol,Manual,16.1,Maruti
740,740,Honda City i,620000,1694000,2015,Individual,40000,First Owner,Diesel,Manual,25.1,Honda
741,741,Maruti Swift Dzire,370000,994999,2013,Trustmark Dealer,48987,First Owner,Petrol,Manual,19.1,Maruti
742,742,Maruti Swift VXI,390000,898000,2013,Individual,30000,First Owner,Petrol,Manual,18.6,Maruti
743,743,Mahindra XUV500 2011-2015,550000,2328000,2012,Individual,80000,First Owner,Diesel,Manual,15.1,Mahindra
744,744,Hyundai Creta 1.6,1050000,2059000,2017,Dealer,54000,First Owner,Petrol,Manual,15.8,Hyundai
745,745,Mahindra Bolero DI,229999,1069000,2008,Individual,90000,First Owner,Diesel,Manual,13.6,Mahindra
746,746,Ford Figo Diesel,250000,928999,2013,Individual,100000,First Owner,Diesel,Manual,20.0,Ford
747,747,Volkswagen Vento TSI,575000,1598000,2014,Dealer,42000,First Owner,Petrol,Automatic,16.93,Volkswagen
748,748,Maruti Wagon R,380000,604000,2017,Trustmark Dealer,32013,First Owner,CNG,Manual,33.54,Maruti
749,749,Mahindra XUV500 W10,1151000,2344000,2016,Dealer,55766,First Owner,Diesel,Manual,16.0,Mahindra
750,750,Tata Nexon 1.5,1000000,1525000,2018,Individual,40000,First Owner,Diesel,Automatic,21.5,Tata
751,751,Mahindra Scorpio EX,500000,1992000,2013,Individual,120000,First Owner,Diesel,Manual,14.0,Mahindra
752,752,Nissan Kicks 1.3,1000000,1643000,2020,Individual,15000,First Owner,Petrol,Manual,14.23,Nissan
753,753,Maruti Ciaz 1.4,775000,1336000,2017,Dealer,44000,First Owner,Petrol,Manual,20.73,Maruti
754,754,Maruti Swift LXI,320000,930000,2014,Individual,40000,First Owner,Petrol,Manual,20.4,Maruti
755,755,Mahindra XUV500 AT,1400000,2344000,2016,Individual,120000,First Owner,Diesel,Automatic,16.0,Mahindra
756,756,Maruti Swift Dzire,700000,1026000,2018,Individual,5000,First Owner,Petrol,Automatic,21.21,Maruti
757,757,Mahindra Scorpio S2,800000,1978000,2015,Individual,80000,First Owner,Diesel,Manual,15.4,Mahindra
758,758,Maruti Swift LXI,530000,898000,2019,Trustmark Dealer,23414,First Owner,Petrol,Manual,22.0,Maruti
759,759,Maruti Wagon R,350000,712000,2015,Individual,15000,First Owner,Petrol,Manual,20.51,Maruti
760,760,Mahindra XUV500 W8,799000,2328000,2015,Dealer,50000,First Owner,Diesel,Manual,16.0,Mahindra
761,761,Hyundai Verna CRDi,350000,1817000,2009,Individual,110000,First Owner,Diesel,Manual,18.1,Hyundai
762,762,Mahindra Bolero 2011-2019,620000,1071000,2019,Individual,30000,First Owner,Diesel,Manual,15.96,Mahindra
763,763,Maruti Celerio VXI,350000,631000,2014,Dealer,23970,First Owner,Petrol,Manual,23.1,Maruti
764,764,Tata Tiago 1.2,380000,802000,2017,Individual,60000,First Owner,Petrol,Manual,23.84,Tata
765,765,Maruti Swift Dzire,490000,994999,2015,Dealer,50000,First Owner,Petrol,Manual,22.0,Maruti
766,766,Toyota Innova Crysta,1500000,2789000,2018,Individual,50000,First Owner,Diesel,Manual,13.68,Toyota
767,767,Honda City 1.5,325000,1680000,2010,Dealer,68000,First Owner,Petrol,Manual,17.0,Honda
768,768,Hyundai i20 Asta,590000,1283000,2015,Individual,70000,First Owner,Diesel,Manual,22.54,Hyundai
769,769,Toyota Innova Crysta,1500000,2990000,2016,Dealer,35512,First Owner,Diesel,Automatic,11.36,Toyota
770,770,Tata Safari 2005-2017,450000,2141000,2012,Dealer,68240,First Owner,Diesel,Manual,13.93,Tata
771,771,Hyundai Creta 1.4,875000,2103000,2017,Dealer,51000,First Owner,Diesel,Manual,22.1,Hyundai
772,772,Hyundai Grand i10,450000,657000,2015,Dealer,50000,First Owner,Petrol,Manual,18.9,Hyundai
773,773,Hyundai Creta 1.4,850000,1993000,2017,Individual,60000,First Owner,Diesel,Manual,21.38,Hyundai
774,774,Maruti Ertiga VXI,830000,1250000,2020,Individual,4500,First Owner,Petrol,Manual,19.01,Maruti
775,775,Mahindra XUV500 W8,828999,2344000,2016,Individual,100000,First Owner,Diesel,Manual,16.0,Mahindra
776,776,Hyundai Verna 1.6,450000,1619000,2012,Individual,50000,First Owner,Petrol,Manual,17.1,Hyundai
777,777,Hyundai Grand i10,500000,657000,2018,Trustmark Dealer,31799,First Owner,Petrol,Manual,18.9,Hyundai
778,778,Maruti Wagon R,300000,701000,2015,Individual,15000,First Owner,Petrol,Manual,20.51,Maruti
779,779,Skoda Rapid 1.6,375000,1533000,2013,Dealer,42000,First Owner,Petrol,Manual,15.0,Skoda
780,780,Hyundai i20 Sportz,575000,1327000,2017,Dealer,53000,First Owner,Petrol,Manual,18.6,Hyundai
781,781,Maruti Swift VXI,500000,898000,2018,Individual,56000,First Owner,Petrol,Manual,22.0,Maruti
782,782,Hyundai Creta 1.6,815000,1980999,2016,Individual,70000,First Owner,Petrol,Manual,15.29,Hyundai
783,783,Maruti Wagon R,190000,604000,2012,Dealer,95000,First Owner,CNG,Manual,26.6,Maruti
784,784,Toyota Innova Crysta,1300000,2691000,2016,Dealer,52000,First Owner,Petrol,Manual,11.25,Toyota
785,785,Skoda Rapid 1.6,445000,1533000,2014,Dealer,59000,First Owner,Petrol,Automatic,14.3,Skoda
786,786,Hyundai Creta 1.6,1000000,1998999,2016,Individual,10000,First Owner,Petrol,Manual,15.29,Hyundai
787,787,Maruti Wagon R,475000,713000,2019,Individual,15000,First Owner,Petrol,Manual,21.79,Maruti
788,788,Hyundai i20 1.2,524000,1312000,2018,Individual,20000,First Owner,Petrol,Manual,18.6,Hyundai
789,789,MG Hector Sharp,1750000,2156000,2019,Dealer,20000,First Owner,Diesel,Manual,17.41,MG
790,790,Hyundai i20 1.4,355000,1309000,2014,Dealer,67000,First Owner,Diesel,Manual,21.9,Hyundai
791,791,Mahindra Bolero DI,250000,1069000,2007,Individual,40000,First Owner,Diesel,Manual,13.6,Mahindra
792,792,Toyota Innova Crysta,1500000,2691000,2017,Dealer,50000,First Owner,Petrol,Manual,11.25,Toyota
793,793,Hyundai i20 Sportz,645000,1341000,2018,Dealer,40000,First Owner,Petrol,Manual,18.6,Hyundai
794,794,Ford Ecosport 1.5,590000,1379000,2014,Dealer,37000,First Owner,Diesel,Manual,22.7,Ford
795,795,Hyundai Grand i10,350000,735000,2015,Individual,40000,First Owner,Petrol,Manual,18.9,Hyundai
796,796,Maruti Swift AMT,575000,914000,2018,Individual,30000,First Owner,Petrol,Automatic,22.0,Maruti
797,797,Ford Figo Diesel,195000,928999,2013,Dealer,54000,First Owner,Diesel,Manual,18.5,Ford
798,798,Tata Tiago 1.2,515000,782000,2019,Individual,10000,First Owner,Petrol,Manual,23.84,Tata
799,799,Hyundai Santro Asta,530000,714000,2019,Dealer,11500,First Owner,Petrol,Manual,20.3,Hyundai
800,800,Maruti Ignis Zeta,570000,842000,2018,Dealer,30000,First Owner,Petrol,Manual,20.89,Maruti
801,801,Maruti XL6 Alpha,1185000,1366000,2020,Dealer,9500,First Owner,Petrol,Automatic,17.99,Maruti
802,802,Honda Amaze E,280000,998000,2015,Individual,120000,First Owner,Petrol,Manual,18.0,Honda
803,803,MG Hector Sharp,1789999,2073000,2019,Dealer,11002,First Owner,Petrol,Automatic,13.96,MG
804,804,Maruti Baleno Delta,550000,1054000,2019,Individual,40000,First Owner,Petrol,Automatic,19.56,Maruti
805,805,Volkswagen Vento 1.6,390000,1607999,2013,Dealer,47000,First Owner,Petrol,Manual,16.09,Volkswagen
806,806,Mahindra XUV500 W6,735000,2344000,2014,Dealer,51000,First Owner,Diesel,Manual,15.1,Mahindra
807,807,Honda City i,741000,1680000,2015,Dealer,53000,First Owner,Petrol,Automatic,18.0,Honda
808,808,Hyundai Verna 1.6,365000,1829000,2011,Dealer,75000,First Owner,Diesel,Automatic,22.32,Hyundai
809,809,Mahindra XUV500 W10,950000,2344000,2015,Individual,110000,First Owner,Diesel,Manual,16.0,Mahindra
810,810,Honda Civic 1.8,250000,2546000,2006,Individual,80000,First Owner,Petrol,Manual,13.5,Honda
811,811,Maruti Wagon R,195000,679000,2010,Dealer,61000,First Owner,Petrol,Manual,20.51,Maruti
812,812,Hyundai Grand i10,511000,735000,2017,Individual,35000,First Owner,Petrol,Automatic,18.9,Hyundai
813,813,Tata Harrier XZ,1550000,2435000,2019,Dealer,15200,First Owner,Diesel,Manual,17.0,Tata
814,814,Mahindra Scorpio LX,600000,1992000,2014,Individual,120000,First Owner,Diesel,Manual,12.05,Mahindra
815,815,Mahindra Bolero 2011-2019,520000,1047000,2012,Individual,60000,First Owner,Diesel,Manual,15.96,Mahindra
816,816,Maruti Alto 800,370000,449000,2020,Individual,10000,First Owner,Petrol,Manual,22.05,Maruti
817,817,Maruti Swift Dzire,550000,994999,2017,Individual,60000,First Owner,Petrol,Manual,21.21,Maruti
818,818,Mahindra Scorpio Getaway,217000,1919000,2007,Individual,100000,First Owner,Diesel,Manual,11.0,Mahindra
819,819,Tata Nexon 1.2,750000,1287000,2019,Individual,6700,First Owner,Petrol,Manual,17.0,Tata
820,820,Hyundai Verna 1.6,610000,1652000,2014,Dealer,49599,First Owner,Petrol,Automatic,17.1,Hyundai
821,821,Maruti Alto 800,310000,473000,2018,Individual,20000,First Owner,Petrol,Manual,24.7,Maruti
822,822,Maruti Celerio ZXI,400000,654000,2015,Dealer,49955,First Owner,Petrol,Manual,21.63,Maruti
823,823,Ford Ecosport 2015-2021,600000,1313000,2015,Individual,110000,First Owner,Diesel,Manual,22.77,Ford
824,824,Ford Ecosport 2015-2021,850000,1374000,2019,Dealer,64000,First Owner,Diesel,Manual,22.77,Ford
825,825,Maruti Baleno Alpha,625000,1063000,2017,Individual,35000,First Owner,Petrol,Manual,21.4,Maruti
826,826,Maruti Wagon R,450000,713000,2018,Individual,15000,First Owner,Petrol,Automatic,20.51,Maruti
827,827,Tata Tigor 1.2,570000,871000,2017,Individual,35000,First Owner,Petrol,Manual,20.3,Tata
828,828,Datsun GO T,285000,725000,2017,Dealer,31000,First Owner,Petrol,Manual,20.63,Datsun
829,829,Hyundai Santro Sportz,500000,727000,2018,Individual,5000,First Owner,Petrol,Manual,20.3,Hyundai
830,830,Maruti Eeco 7,325000,494000,2017,Dealer,40000,First Owner,Petrol,Manual,15.37,Maruti
831,831,Maruti Alto 800,260000,466000,2017,Individual,10000,First Owner,Petrol,Manual,24.7,Maruti
832,832,Honda City i-VTEC,875000,1680000,2018,Dealer,48959,First Owner,Petrol,Manual,17.4,Honda
833,833,Maruti Wagon R,125000,679000,2008,Dealer,58000,First Owner,Petrol,Manual,18.9,Maruti
834,834,Volkswagen Vento Petrol,450000,1607999,2014,Dealer,59000,First Owner,Petrol,Manual,15.04,Volkswagen
835,835,Mahindra XUV500 W11,1670000,2336000,2019,Individual,30000,First Owner,Diesel,Manual,15.1,Mahindra
836,836,Maruti Baleno Delta,585000,1027000,2018,Dealer,15000,First Owner,Petrol,Manual,21.4,Maruti
837,837,Mahindra Bolero 2011-2019,400000,1047000,2014,Individual,100000,First Owner,Diesel,Manual,15.96,Mahindra
838,838,Hyundai i20 Sportz,560000,1312000,2016,Individual,40000,First Owner,Petrol,Manual,18.6,Hyundai
839,839,Hyundai i20 Magna,650000,1283000,2016,Individual,50000,First Owner,Diesel,Manual,22.54,Hyundai
840,840,Ford Ecosport 1.5,465000,1379000,2014,Dealer,64532,First Owner,Diesel,Manual,22.7,Ford
